Spécialiste	position
du	position
bâtiment	position
-	O
Futur	position
Diagnostiqueur	position
Immobilier	position
H/F	O
Qualiconsult	company
Immobilier	company
-	O
Tremblay-en-France	city
-LRB-	O
93	postal_code
-RRB-	O
CDI	contract_type
Sous	O
la	O
responsabilité	O
du	O
Directeur	O
d'Agence	O
,	O
vous	O
êtes	O
en	O
charge	hard_skills
des	hard_skills
diagnostics	hard_skills
immobiliers	hard_skills
-LRB-	hard_skills
amiante	hard_skills
,	hard_skills
plomb	hard_skills
,	hard_skills
électricité	hard_skills
,	hard_skills
gaz	hard_skills
,	hard_skills
Loi	hard_skills
Carrez	hard_skills
,	hard_skills
DPE	hard_skills
...	hard_skills
-RRB-	hard_skills
tant	hard_skills
pour	hard_skills
les	hard_skills
particuliers	hard_skills
que	hard_skills
pour	hard_skills
des	hard_skills
sociétés	hard_skills
de	hard_skills
renom	hard_skills
.	O
Votre	O
rôle	O
d'expert	O
technique	O
ainsi	O
que	O
votre	O
expérience	O
vous	O
amènent	O
à	O
renforcer	hard_skills
la	hard_skills
relation	hard_skills
client	hard_skills
et	O
à	O
contribuer	hard_skills
au	hard_skills
développement	hard_skills
de	hard_skills
l'activité	hard_skills
de	hard_skills
votre	hard_skills
agence	hard_skills
.	O
Vous	O
êtes	O
titulaire	O
d'un	O
bac	experience
2	experience
/	experience
3	experience
en	experience
bâtiment	experience
/	experience
génie	experience
civil	experience
.	O
Débutant	experience
en	experience
diagnostic	experience
accepté	O
.	O
Rejoindre	O
QUALICONSULT	company
IMMOBILIER	company
aujourd	O
'	O
hui	O
,	O
c’est	O
rejoindre	O
le	O
leader	O
du	O
diagnostic	O
immobilier	O
,	O
avec	O
70	O
agences	O
et	O
352	O
collaborateurs	O
pour	O
un	O
chiffre	O
d'affaires	O
de	O
40,9	O
millions	O
d'euros	O
,	O
multiplié	O
par	O
plus	O
de	O
27	O
en	O
10	O
ans	O
par	O
croissance	O
organique	O
.	O
Lancée	O
en	O
2006	O
,	O
cette	O
filiale	O
du	O
GROUPE	O
QUALICONSULT	O
-LRB-	O
2200	O
collaborateurs	O
-	O
200	O
M	O
$	O
-RRB-	O
s	O
'	O
inscrit	O
dans	O
la	O
même	O
dynamique	O
pour	O
2017	O
.	O
NOTRE	O
MISSION	O
:	O
accompagner	O
nos	O
clients	O
,	O
particuliers	O
et	O
professionnels	O
,	O
dans	O
toutes	O
les	O
étapes	O
de	O
la	O
gestion	O
de	O
leurs	O
biens	O
,	O
de	O
la	O
vente	O
à	O
la	O
location	O
en	O
passant	O
par	O
la	O
gestion	O
technique	O
et	O
les	O
travaux	O
de	O
réhabilitation	O
.	O
VOTRE	O
ENVIRONNEMENT	O
DE	O
TRAVAIL	O
:	O
des	O
managers	O
qui	O
veillent	O
à	O
accompagner	O
et	O
faire	O
monter	O
en	O
compétences	O
leurs	O
collaborateurs	O
dans	O
des	O
équipes	O
à	O
taille	O
humaine	O
au	O
sein	O
de	O
chacune	O
de	O
nos	O
70	O
agences	O
partout	O
en	O
France	O
.	O
Dès	O
votre	O
intégration	O
et	O
tout	O
au	O
long	O
de	O
votre	O
carrière	O
chez	O
QUALICONSULT	company
IMMOBILIER	company
,	O
vous	O
aurez	O
la	O
possibilité	O
d'être	O
formé	O
et	O
d'évoluer	O
selon	O
votre	O
potentiel	O
:	O
en	O
étant	O
référent	O
technique	O
sur	O
des	O
problématiques	O
particulières	O
,	O
en	O
prenant	O
des	O
fonctions	O
managériales	O
,	O
ou	O
en	O
réorientant	O
votre	O
carrière	O
vers	O
d'autres	O
métiers	O
du	O
Groupe	O
Qualiconsult	O
.	O
LES	O
AVANTAGES	O
:	O
nous	O
vous	O
proposons	O
une	O
rémunération	O
orientée	O
``	O
challenge	O
''	O
composée	O
d'un	O
fixe	O
et	O
d'une	O
part	O
variable	O
non	O
plafonnée	O
.	O
Un	O
véhicule	O
,	O
une	O
tablette	O
professionnelle	O
ainsi	O
qu'un	O
téléphone	O
portable	O
vous	O
seront	O
fournis	O
afin	O
de	O
vous	O
permettre	O
de	O
mener	O
à	O
bien	O
vos	O
missions	O
et	O
d'atteindre	O
vos	O
objectifs	O
.	O
Vous	O
êtes	O
titulaire	O
d'une	O
Reconnaissance	O
de	O
la	O
Qualité	O
de	O
Travailleur	O
Handicapé	O
-LRB-	O
RQTH	O
-RRB-	O
?	O
N'hésitez	O
pas	O
à	O
nous	O
en	O
faire	O
part	O
,	O
ce	O
poste	O
est	O
handi-accessible	O
!	O
Type	O
d'emploi	O
:	O
CDI	contract_type
Formation	O
-LRB-	O
s	O
-RRB-	O
exigée	O
-LRB-	O
s	O
-RRB-	O
:	O
DEUG	experience
,	O
DUT	experience
,	O
BTS	experience
Expérience	O
exigée	O
:	O
Bâtiment	experience
:	experience
1	experience
an	experience
